emp_no,first_name,last_name,birth_date,from_date,to_date,title,dept,,,,,
32714,Radoslaw,Maliniak,16-01-65,18-09-01,01-01-99,Staff,d001,,,,,
34780,Moni,Kohling,16-01-65,18-09-01,01-01-99,Staff,d001,,,,,
36521,Serif,Gladwell,21-01-65,06-03-87,01-01-99,Staff,d002,,,,,
36733,Uma,Reinhard,04-01-65,01-11-97,01-01-99,Staff,d009,,,,,
36844,Hailing,Levergood,01-01-65,12-01-00,01-01-99,Staff,d009,,,,,
37070,Jeong,Undy,22-01-65,13-02-85,01-01-99,Staff,d009,,,,,
38947,Shuichi,Ruemmler,25-01-65,08-04-98,01-01-99,Staff,d001,,,,,
39036,Changho,Cappelli,08-01-65,04-05-96,01-01-99,Staff,d003,,,,,
39301,Rimon,Kawashima,07-01-65,06-02-92,01-01-99,Staff,d008,,,,,
39952,Otmar,Sudbeck,02-01-65,22-07-98,01-01-99,Staff,d007,,,,,
40269,Toshiki,Ghazalie,10-01-65,05-12-91,01-01-99,Staff,d007,,,,,
40765,Michaela,Ramsak,01-01-65,21-12-92,01-01-99,Staff,d008,,,,,
40773,Shimshon,Aingworth,09-01-65,13-04-86,01-01-99,Staff,d009,,,,,
43154,Maha,Waterhouse,13-01-65,04-07-97,01-01-99,Staff,d002,,,,,
48690,Hitomi,Schaap,12-01-65,27-09-99,01-01-99,Staff,d003,,,,,
49464,Siddarth,Cappelletti,14-01-65,10-09-99,01-01-99,Staff,d007,,,,,
50453,Aron,Harbusch,12-01-65,02-10-97,01-01-99,Staff,d002,,,,,
51036,Chriss,Fasbender,29-01-65,23-05-95,01-01-99,Staff,d007,,,,,
52040,Phule,Heijenga,14-01-65,08-12-96,01-01-99,Staff,d005,,,,,
52386,Adas,Denti,28-01-65,30-05-86,01-01-99,Staff,d007,,,,,
53314,Eberhardt,Carrera,06-01-65,23-02-99,01-01-99,Staff,d008,,,,,
54800,Breannda,Cangellaris,13-01-65,27-01-00,01-01-99,Staff,d007,,,,,
56428,Olivera,Hanabata,27-01-65,10-11-86,01-01-99,Staff,d007,,,,,
58141,Bezalel,Karner,05-01-65,27-09-94,01-01-99,Staff,d002,,,,,
59640,Zita,Hiltgen,18-01-65,26-01-99,01-01-99,Staff,d002,,,,,
60238,Erzsebet,Claffy,23-01-65,19-02-99,01-01-99,Staff,d001,,,,,
61147,Leszek,Werthner,30-01-65,03-03-99,01-01-99,Staff,d001,,,,,
63441,Hinrich,Scallan,15-01-65,04-04-99,01-01-99,Staff,d003,,,,,
64828,Krister,Pappas,27-01-65,30-09-99,01-01-99,Staff,d007,,,,,
66530,Dung,Leaver,29-01-65,04-04-98,01-01-99,Staff,d008,,,,,
66757,Yonghong,Baig,16-01-65,10-04-99,01-01-99,Staff,d001,,,,,
67548,Fumitaka,Roohalamini,11-01-65,27-06-98,01-01-99,Staff,d003,,,,,
69867,Miyeon,Rothe,22-01-65,09-04-91,01-01-99,Staff,d007,,,,,
71066,Domenick,Basart,27-01-65,05-01-96,01-01-99,Staff,d007,,,,,
71141,Sajjad,Vitiello,02-01-65,17-02-92,01-01-99,Staff,d003,,,,,
71188,Pranjal,Schapiro,02-01-65,14-12-86,01-01-99,Staff,d007,,,,,
72918,Takahira,Szilard,22-01-65,16-01-88,01-01-99,Staff,d007,,,,,
77303,Xinglin,Birge,18-01-65,05-03-92,01-01-99,Staff,d009,,,,,
78469,Leucio,Cappelli,28-01-65,22-08-97,01-01-99,Staff,d003,,,,,
80067,Kazuhisa,Weiland,19-01-65,09-11-85,01-01-99,Staff,d009,,,,,
80203,Shakhar,Baik,22-01-65,01-12-93,01-01-99,Staff,d007,,,,,
81644,Divine,Ghandeharizadeh,05-01-65,28-11-97,01-01-99,Staff,d007,,,,,
83941,Zsolt,Hagimont,11-01-65,08-10-96,01-01-99,Staff,d008,,,,,
84029,Babette,Eugenio,27-01-65,21-09-97,01-01-99,Staff,d009,,,,,
84236,Eberhardt,Barriga,18-01-65,04-06-87,01-01-99,Staff,d007,,,,,
84840,Sverrir,Neimat,14-01-65,03-11-96,01-01-99,Staff,d008,,,,,
85414,Chiradeep,Callaway,14-01-65,30-07-99,01-01-99,Staff,d002,,,,,
85445,Yongdong,Pollock,09-01-65,17-03-98,01-01-99,Staff,d007,,,,,
86672,JoAnne,Anido,15-01-65,15-09-95,01-01-99,Staff,d008,,,,,
87129,Keung,Neiman,16-01-65,13-04-97,01-01-99,Staff,d007,,,,,
89090,Tetsushi,Theuretzbacher,26-01-65,01-02-90,01-01-99,Staff,d003,,,,,
89161,Conal,Yetto,07-01-65,12-01-91,01-01-99,Staff,d002,,,,,
89207,Along,Erol,15-01-65,16-10-92,01-01-99,Staff,d003,,,,,
89664,Pranjal,Rossi,20-01-65,07-07-98,01-01-99,Staff,d001,,,,,
90518,Fumiko,Chepyzhov,24-01-65,28-01-88,01-01-99,Staff,d009,,,,,
91172,Kazuhisa,Melter,19-01-65,16-07-87,01-01-99,Staff,d009,,,,,
91256,Gunilla,Milicic,13-01-65,09-01-98,01-01-99,Staff,d001,,,,,
91333,Lobel,Stafford,27-01-65,29-11-98,01-01-99,Staff,d007,,,,,
93549,Arie,Coullard,01-02-65,28-03-00,01-01-99,Staff,d002,,,,,
95181,Yishai,Cappelli,28-01-65,30-01-97,01-01-99,Staff,d008,,,,,
95314,Rasiah,Koblick,22-01-65,21-08-91,01-01-99,Staff,d007,,,,,
98288,Sumali,Huttel,12-01-65,12-09-89,01-01-99,Staff,d008,,,,,
98639,Florina,Assaf,29-01-65,18-05-96,01-01-99,Staff,d008,,,,,
99057,Shugo,Reeken,30-01-65,21-06-99,01-01-99,Staff,d009,,,,,
99590,Dhritiman,Anily,24-01-65,16-12-98,01-01-99,Staff,d007,,,,,
101487,Abdelaziz,Sury,14-01-65,31-01-91,01-01-99,Staff,d007,,,,,
104845,Werner,Lodder,29-01-65,17-06-92,01-01-99,Staff,d002,,,,,
106695,Lijie,Garrabrants,31-01-65,26-10-88,01-01-99,Staff,d005,,,,,
107828,Ramya,Walston,26-01-65,03-02-89,01-01-99,Staff,d007,,,,,
108091,Hisao,Ghemri,09-01-65,14-11-85,01-01-99,Staff,d009,,,,,
109953,Godehard,Chorvat,26-01-65,10-04-88,01-01-99,Staff,d007,,,,,
200267,Chuanti,Luff,08-01-65,21-09-94,01-01-99,Staff,d009,,,,,
201229,Alejandra,Khasidashvili,03-01-65,30-07-94,01-01-99,Staff,d003,,,,,
201708,Anneli,Perl,15-01-65,08-09-92,01-01-99,Staff,d003,,,,,
201709,Fan,Kakkad,01-01-65,25-02-88,01-01-99,Staff,d002,,,,,
204117,Jessie,Nooteboom,10-01-65,13-12-00,01-01-99,Staff,d007,,,,,
204470,Hein,Lichtner,22-01-65,02-05-98,01-01-99,Staff,d007,,,,,
205174,Leszek,Spinelli,05-01-65,10-12-98,01-01-99,Staff,d001,,,,,
205660,Kien,Barreiro,27-01-65,24-10-00,01-01-99,Staff,d001,,,,,
205699,Youjian,Yetto,31-01-65,07-12-94,01-01-99,Staff,d007,,,,,
206748,Yucai,Fabrizio,07-01-65,06-10-99,01-01-99,Staff,d007,,,,,
208330,Shen,Flanders,11-01-65,03-07-89,01-01-99,Staff,d007,,,,,
210017,Shalesh,Lovengreen,28-01-65,29-09-90,01-01-99,Staff,d003,,,,,
210292,Lihong,Zeilberger,18-01-65,28-04-96,01-01-99,Staff,d003,,,,,
210786,Werner,Ranze,31-01-65,05-06-98,01-01-99,Staff,d003,,,,,
213140,Tru,Danecki,10-01-65,31-03-97,01-01-99,Staff,d007,,,,,
215419,Flemming,Kroha,16-01-65,23-01-95,01-01-99,Staff,d003,,,,,
215746,Sven,Speer,08-01-65,08-07-99,01-01-99,Staff,d002,,,,,
215843,Pramod,Loncour,30-01-65,31-03-87,01-01-99,Staff,d001,,,,,
216054,Sahrah,Angiulli,24-01-65,31-07-86,01-01-99,Staff,d008,,,,,
217363,Horward,Marzano,14-01-65,11-04-96,01-01-99,Staff,d009,,,,,
218100,Jiong,Garnham,24-01-65,02-01-90,01-01-99,Staff,d003,,,,,
219052,Marsal,Acton,06-01-65,02-08-95,01-01-99,Staff,d001,,,,,
219417,Subhrajyoti,Denna,29-01-65,25-07-96,01-01-99,Staff,d008,,,,,
220418,Poorav,Laventhal,23-01-65,16-08-97,01-01-99,Staff,d007,,,,,
220699,Nahid,Gyimothy,07-01-65,18-08-95,01-01-99,Staff,d009,,,,,
223593,Hidefumi,Moehrke,20-01-65,04-03-98,01-01-99,Staff,d001,,,,,
227681,Mikhail,Rousseau,30-01-65,30-11-98,01-01-99,Staff,d002,,,,,
227899,Garnik,Luce,23-01-65,15-09-98,01-01-99,Staff,d001,,,,,
227901,Francesca,Azuma,26-01-65,08-06-96,01-01-99,Staff,d008,,,,,
229248,Harjit,Terekhov,27-01-65,19-10-95,01-01-99,Staff,d008,,,,,
229404,Gilbert,Kilgour,11-01-65,05-04-96,01-01-99,Staff,d003,,,,,
230865,Takushi,Brattka,02-01-65,03-06-99,01-01-99,Staff,d001,,,,,
231069,Trygve,Siksek,22-01-65,09-11-95,01-01-99,Staff,d007,,,,,
231671,Chandrasekaran,Pearson,07-01-65,14-04-95,01-01-99,Staff,d009,,,,,
234195,Luerbio,Terkki,07-01-65,14-05-91,01-01-99,Staff,d007,,,,,
235017,Irena,Dratva,17-01-65,07-09-91,01-01-99,Staff,d007,,,,,
235096,Sverrir,Gyimothy,21-01-65,30-07-95,01-01-99,Staff,d007,,,,,
235729,Henk,Anger,01-02-65,19-01-93,01-01-99,Staff,d001,,,,,
236883,Huan,Olivero,27-01-65,19-11-99,01-01-99,Staff,d007,,,,,
236964,Adel,Foote,17-01-65,20-03-00,01-01-99,Staff,d007,,,,,
238252,Uno,Suppi,09-01-65,27-12-96,01-01-99,Staff,d007,,,,,
238422,Vishv,Angelov,10-01-65,08-03-88,01-01-99,Staff,d007,,,,,
239067,Tadahiko,Pocchiola,11-01-65,02-04-96,01-01-99,Staff,d007,,,,,
240285,Kolar,Greenaway,23-01-65,14-11-98,01-01-99,Staff,d009,,,,,
241872,Bluma,Fetvedt,11-01-65,14-11-01,01-01-99,Staff,d005,,,,,
242104,Richara,Sudkamp,05-01-65,05-09-89,01-01-99,Staff,d001,,,,,
243576,Abdulah,Lodder,04-01-65,10-11-96,01-01-99,Staff,d007,,,,,
243637,Marjo,Delgrange,16-01-65,24-06-90,01-01-99,Staff,d001,,,,,
243898,Arch,Basawa,09-01-65,10-05-98,01-01-99,Staff,d001,,,,,
245396,Gift,Bottner,31-01-65,04-03-95,01-01-99,Staff,d003,,,,,
245664,Manohar,Kilgore,18-01-65,17-11-98,01-01-99,Staff,d007,,,,,
246244,George,Casperson,09-01-65,20-01-00,01-01-99,Staff,d003,,,,,
246764,Shuzo,Czaja,04-01-65,29-11-97,01-01-99,Staff,d007,,,,,
246902,Shih,Shanbhogue,27-01-65,19-04-98,01-01-99,Staff,d003,,,,,
248256,Sajjan,Falby,05-01-65,29-08-96,01-01-99,Staff,d007,,,,,
249325,Ute,Pokrovskii,26-01-65,09-06-97,01-01-99,Staff,d007,,,,,
249866,Steen,Gubsky,15-01-65,14-01-89,01-01-99,Staff,d007,,,,,
250411,Ranga,Sommen,27-01-65,20-01-89,01-01-99,Staff,d007,,,,,
253707,Insup,Hainaut,05-01-65,11-02-98,01-01-99,Staff,d007,,,,,
254821,Tonny,Couchot,24-01-65,12-12-94,01-01-99,Staff,d007,,,,,
256856,Hongzue,Barbanera,03-01-65,17-06-87,01-01-99,Staff,d003,,,,,
256888,Heather,Pehl,03-01-65,15-09-93,01-01-99,Staff,d001,,,,,
257469,Anyuan,Hanratty,22-01-65,06-01-88,01-01-99,Staff,d002,,,,,
258470,Weiwu,Butner,04-01-65,14-02-95,01-01-99,Staff,d007,,,,,
259042,Xiaoqiang,Farrow,12-01-65,01-01-97,01-01-99,Staff,d007,,,,,
260249,Vugranam,Beausoleil,22-01-65,14-05-98,01-01-99,Staff,d009,,,,,
262328,Mayuko,Vural,03-01-65,24-12-97,01-01-99,Staff,d007,,,,,
263012,Hideo,Buchter,09-01-65,01-05-99,01-01-99,Staff,d003,,,,,
263370,Shakhar,Ranze,03-01-65,29-05-99,01-01-99,Staff,d007,,,,,
264322,Leandro,Swist,03-01-65,06-01-91,01-01-99,Staff,d007,,,,,
265039,Navid,Staudhammer,03-01-65,18-10-92,01-01-99,Staff,d002,,,,,
266206,Zsolt,Anily,01-02-65,19-08-85,01-01-99,Staff,d001,,,,,
269728,Naftali,Kragelund,12-01-65,16-05-87,01-01-99,Staff,d001,,,,,
270084,Ulises,Frolund,11-01-65,26-07-86,01-01-99,Staff,d001,,,,,
270716,Shunichi,Baer,19-01-65,04-02-98,01-01-99,Staff,d007,,,,,
274071,Mingsen,Weiland,01-01-65,12-10-95,01-01-99,Staff,d003,,,,,
275495,Shen,Yamaashi,13-01-65,19-02-95,01-01-99,Staff,d007,,,,,
276868,Alois,Sanella,19-01-65,13-03-98,01-01-99,Staff,d001,,,,,
277316,Vitali,Rothenberg,03-01-65,04-10-89,01-01-99,Staff,d007,,,,,
278239,Boaz,Bottner,19-01-65,06-02-94,01-01-99,Staff,d008,,,,,
278536,Munenori,Shobatake,14-01-65,10-01-92,01-01-99,Staff,d001,,,,,
280291,Lenore,Badache,26-01-65,24-11-98,01-01-99,Staff,d009,,,,,
280420,Jahangir,Hofting,31-01-65,28-09-86,01-01-99,Staff,d007,,,,,
280525,Kish,Herbst,13-01-65,18-08-96,01-01-99,Staff,d007,,,,,
282343,Xinglin,Haldar,13-01-65,20-07-88,01-01-99,Staff,d007,,,,,
282585,Zijian,Lammel,03-01-65,01-07-96,01-01-99,Staff,d009,,,,,
284431,Pintsang,Fujisawa,25-01-65,16-04-96,01-01-99,Staff,d007,,,,,
285164,Xiaocheng,Kumaresan,02-01-65,03-10-94,01-01-99,Staff,d007,,,,,
286029,Jaques,Nanard,28-01-65,16-07-96,01-01-99,Staff,d009,,,,,
287323,Steve,Dengi,01-02-65,15-09-99,01-01-99,Staff,d007,,,,,
288166,Masoud,Asmuth,11-01-65,05-09-94,01-01-99,Staff,d003,,,,,
288560,Yifei,Birjandi,16-01-65,07-02-94,01-01-99,Staff,d001,,,,,
288606,Susumu,Swiss,21-01-65,15-11-91,01-01-99,Staff,d007,,,,,
290467,Shaowen,Poulakidas,29-01-65,15-04-87,01-01-99,Staff,d008,,,,,
294446,Claudi,Ruemmler,27-01-65,13-08-99,01-01-99,Staff,d002,,,,,
295254,Xuejun,Pfau,15-01-65,24-07-85,01-01-99,Staff,d003,,,,,
295268,Eben,Calkin,28-01-65,19-12-96,01-01-99,Staff,d003,,,,,
295411,Chiranjit,Serot,18-01-65,04-04-97,01-01-99,Staff,d007,,,,,
296062,Shaz,Driscoll,29-01-65,03-10-98,01-01-99,Staff,d008,,,,,
297474,Irena,Terkki,13-01-65,11-03-98,01-01-99,Staff,d008,,,,,
298577,Florina,Litecky,11-01-65,02-12-85,01-01-99,Staff,d002,,,,,
298953,Zita,Syang,01-02-65,29-12-98,01-01-99,Staff,d002,,,,,
400683,Kamakshi,Manders,28-01-65,05-08-95,01-01-99,Staff,d007,,,,,
401154,Danae,Kragelund,27-01-65,20-05-87,01-01-99,Staff,d003,,,,,
403621,Deborah,Kaminger,07-01-65,04-06-88,01-01-99,Staff,d001,,,,,
404573,Eberhardt,Spelt,31-01-65,05-07-97,01-01-99,Staff,d003,,,,,
406714,Malu,Ossenbruggen,01-02-65,21-11-86,01-01-99,Staff,d008,,,,,
406847,Alexius,Crouzet,24-01-65,05-10-99,01-01-99,Staff,d007,,,,,
407522,Tommaso,Raczkowsky,25-01-65,29-08-96,01-01-99,Staff,d002,,,,,
408417,Tsz,Daescu,19-01-65,28-09-94,01-01-99,Staff,d002,,,,,
408447,Mayuri,Werthner,13-01-65,20-02-01,01-01-99,Staff,d001,,,,,
408654,Yongqiao,Cochrane,09-01-65,27-10-86,01-01-99,Staff,d009,,,,,
410028,Xiadong,McClurg,11-01-65,17-09-85,01-01-99,Staff,d003,,,,,
413666,Remco,Duclos,05-01-65,18-04-88,01-01-99,Staff,d002,,,,,
414814,Dayanand,Wielonsky,28-01-65,28-02-99,01-01-99,Staff,d005,,,,,
414897,Juyoung,Willoner,17-01-65,03-11-89,01-01-99,Staff,d007,,,,,
415363,Conal,Shackell,19-01-65,23-02-95,01-01-99,Staff,d001,,,,,
416877,Gio,Orsini,02-01-65,07-12-88,01-01-99,Staff,d001,,,,,
418717,Arunachalam,Magliocco,20-01-65,23-12-87,01-01-99,Staff,d007,,,,,
419099,Heon,Broomell,15-01-65,06-05-98,01-01-99,Staff,d007,,,,,
419953,Ung,Orlowski,29-01-65,22-07-91,01-01-99,Staff,d001,,,,,
420557,Mabhin,Eastman,06-01-65,02-08-89,01-01-99,Staff,d007,,,,,
420759,Raimond,Solovay,04-01-65,03-10-97,01-01-99,Staff,d007,,,,,
420765,Shawna,Krider,17-01-65,09-03-90,01-01-99,Staff,d007,,,,,
421033,Garnik,Randt,14-01-65,23-12-89,01-01-99,Staff,d007,,,,,
421384,Renny,Bednarek,02-01-65,01-06-87,01-01-99,Staff,d003,,,,,
423204,Uma,Stranks,08-01-65,13-09-91,01-01-99,Staff,d007,,,,,
423214,Tsutomu,Tetzlaff,31-01-65,24-09-87,01-01-99,Staff,d002,,,,,
424930,Xuejun,Reeker,19-01-65,18-11-88,01-01-99,Staff,d003,,,,,
425535,Alagu,Vieri,18-01-65,23-08-86,01-01-99,Staff,d001,,,,,
426168,Kaijung,Mateescu,10-01-65,18-11-87,01-01-99,Staff,d002,,,,,
427332,Feiyu,Hemaspaandra,20-01-65,04-06-95,01-01-99,Staff,d009,,,,,
427823,Jaques,Gecsei,18-01-65,13-07-99,01-01-99,Staff,d009,,,,,
428082,Ronghao,Alpin,09-01-65,11-09-91,01-01-99,Staff,d003,,,,,
429231,Kazuyasu,Schmiedel,09-01-65,07-09-85,01-01-99,Staff,d007,,,,,
429316,Seshu,Hiraishi,08-01-65,10-08-94,01-01-99,Staff,d002,,,,,
429381,Limsoon,Roohalamini,06-01-65,26-11-86,01-01-99,Staff,d007,,,,,
429899,Ranan,Marsiglia,30-01-65,13-08-99,01-01-99,Staff,d001,,,,,
429954,Renny,Gladwell,26-01-65,27-02-99,01-01-99,Staff,d007,,,,,
431576,Masamitsu,Back,06-01-65,12-04-93,01-01-99,Staff,d002,,,,,
432121,Alair,Straney,06-01-65,15-11-86,01-01-99,Staff,d009,,,,,
433059,Bojan,Montresor,02-01-65,04-02-95,01-01-99,Staff,d007,,,,,
433157,Tomofumi,Serna,16-01-65,23-10-99,01-01-99,Staff,d007,,,,,
434845,Takushi,Skogmar,11-01-65,07-06-85,01-01-99,Staff,d007,,,,,
435042,Brigham,Borstler,10-01-65,09-10-95,01-01-99,Staff,d007,,,,,
435060,Moie,Lieblein,16-01-65,12-07-96,01-01-99,Staff,d007,,,,,
435289,Feixiong,Schurmann,04-01-65,15-02-87,01-01-99,Staff,d001,,,,,
436797,Ohad,Henders,24-01-65,03-11-90,01-01-99,Staff,d002,,,,,
436915,Feixiong,Haraldson,13-01-65,11-10-98,01-01-99,Staff,d008,,,,,
437276,Dines,DeMori,17-01-65,07-12-87,01-01-99,Staff,d002,,,,,
437395,Sumant,Thambidurai,21-01-65,24-08-96,01-01-99,Staff,d001,,,,,
437724,Erez,Luft,17-01-65,14-12-94,01-01-99,Staff,d003,,,,,
437870,Kerhong,Lorho,07-01-65,17-03-01,01-01-99,Staff,d005,,,,,
439924,Gunilla,Kisuki,30-01-65,14-08-94,01-01-99,Staff,d002,,,,,
440450,Tzvetan,Scharstein,16-01-65,16-06-94,01-01-99,Staff,d003,,,,,
440870,Filipp,Hasham,01-01-65,14-10-96,01-01-99,Staff,d001,,,,,
441197,Miquel,Legleitner,18-01-65,28-06-85,01-01-99,Staff,d007,,,,,
442002,Ravishankar,Baig,03-01-65,17-03-92,01-01-99,Staff,d007,,,,,
442700,Siddarth,Masada,06-01-65,11-08-97,01-01-99,Staff,d008,,,,,
444643,Berna,Schonegge,18-01-65,28-06-98,01-01-99,Staff,d008,,,,,
446121,Fay,Cochrane,11-01-65,13-12-99,01-01-99,Staff,d007,,,,,
447232,Aleksander,Schaaf,22-01-65,10-01-00,01-01-99,Staff,d007,,,,,
447376,Kirk,Zongker,07-01-65,10-12-99,01-01-99,Staff,d008,,,,,
448900,Mart,Talmor,16-01-65,11-05-99,01-01-99,Staff,d007,,,,,
448994,Haldun,Syang,12-01-65,11-02-97,01-01-99,Staff,d002,,,,,
449815,Fumitaka,Quittner,27-01-65,20-04-88,01-01-99,Staff,d008,,,,,
450936,Yuriy,Ponthieu,18-01-65,11-12-91,01-01-99,Staff,d002,,,,,
452206,Arra,Esposito,22-01-65,03-11-94,01-01-99,Staff,d007,,,,,
452957,Alair,Nanard,03-01-65,10-02-96,01-01-99,Staff,d007,,,,,
453154,Gao,Lally,03-01-65,01-03-96,01-01-99,Staff,d009,,,,,
455175,Soenke,Zaumen,14-01-65,22-02-92,01-01-99,Staff,d001,,,,,
456767,Tetsurou,Schreiter,24-01-65,17-07-87,01-01-99,Staff,d007,,,,,
457146,Jinpo,Heyers,20-01-65,07-01-99,01-01-99,Staff,d008,,,,,
457305,Sorina,Lakshmanan,15-01-65,03-09-94,01-01-99,Staff,d007,,,,,
457938,Arch,Picco,14-01-65,22-10-97,01-01-99,Staff,d001,,,,,
458191,George,Atchley,28-01-65,02-07-97,01-01-99,Staff,d008,,,,,
459429,Mohit,Verhaegen,14-01-65,27-05-92,01-01-99,Staff,d007,,,,,
460131,Adly,Hambrick,16-01-65,25-07-97,01-01-99,Staff,d007,,,,,
461270,Mrinalini,Mawatari,10-01-65,03-01-96,01-01-99,Staff,d007,,,,,
461801,Sumali,Cooman,03-01-65,18-04-93,01-01-99,Staff,d007,,,,,
463023,Itzchak,Penn,06-01-65,21-01-99,01-01-99,Staff,d001,,,,,
463495,Alenka,Barriga,28-01-65,06-05-88,01-01-99,Staff,d003,,,,,
465853,Kwan,Kampfer,01-01-65,16-10-98,01-01-99,Staff,d003,,,,,
466367,Hiroyasu,Strandh,05-01-65,05-06-89,01-01-99,Staff,d009,,,,,
467591,Kiyotoshi,Hennebert,17-01-65,06-03-01,01-01-99,Staff,d001,,,,,
467918,Tsuneo,Skrikant,03-01-65,21-10-97,01-01-99,Staff,d009,,,,,
469527,Halsur,Ibel,24-01-65,05-03-98,01-01-99,Staff,d008,,,,,
471552,Basem,Lortz,22-01-65,25-10-97,01-01-99,Staff,d002,,,,,
471939,Kazuhiko,Marshall,27-01-65,04-06-01,01-01-99,Staff,d004,,,,,
473299,Khaled,Penn,12-01-65,19-05-92,01-01-99,Staff,d007,,,,,
475258,Fumiyo,Feinberg,10-01-65,12-02-00,01-01-99,Staff,d004,,,,,
475538,Christophe,Leaver,15-01-65,31-10-98,01-01-99,Staff,d003,,,,,
477350,Terresa,Vigier,01-01-65,08-07-98,01-01-99,Staff,d007,,,,,
478858,Hidekazu,Perna,20-01-65,08-11-99,01-01-99,Staff,d009,,,,,
479601,Kayoko,Bahi,19-01-65,19-02-97,01-01-99,Staff,d008,,,,,
482354,Jayson,Zockler,23-01-65,06-11-99,01-01-99,Staff,d008,,,,,
484142,Perry,Cooman,05-01-65,23-04-87,01-01-99,Staff,d003,,,,,
487988,Ekawit,Schaft,05-01-65,20-05-90,01-01-99,Staff,d003,,,,,
488707,Mihalis,Remmers,16-01-65,01-03-90,01-01-99,Staff,d007,,,,,
488984,Kendra,Junet,18-01-65,12-11-92,01-01-99,Staff,d002,,,,,
492052,Udo,Ratnakar,11-01-65,30-11-99,01-01-99,Staff,d009,,,,,
493031,Hironoby,Jakobus,23-01-65,30-07-91,01-01-99,Staff,d009,,,,,
494493,Masasuke,Koprowski,10-01-65,20-11-96,01-01-99,Staff,d001,,,,,
496100,Pranjal,Reinhard,07-01-65,08-05-95,01-01-99,Staff,d009,,,,,
498337,Naraig,Docker,30-01-65,17-05-97,01-01-99,Staff,d007,,,,,
498838,Sanjay,Ciolek,16-01-65,13-12-89,01-01-99,Staff,d008,,,,,
10122,Ohad,Esposito,19-01-65,06-08-98,01-01-99,Technique Leader,d005,,,,,
10663,Teunis,Noriega,09-01-65,12-02-99,01-01-99,Technique Leader,d004,,,,,
13499,Kazuhiko,Sidou,16-01-65,01-09-91,01-01-99,Technique Leader,d004,,,,,
17970,Filipp,Carrere,06-01-65,09-01-89,01-01-99,Technique Leader,d004,,,,,
23396,Hilari,Fairtlough,02-01-65,15-12-86,01-01-99,Technique Leader,d004,,,,,
24080,Jaana,Perez,26-01-65,11-03-96,01-01-99,Technique Leader,d005,,,,,
28988,Tua,Giveon,18-01-65,09-09-98,01-01-99,Technique Leader,d004,,,,,
30154,Mayuko,Skafidas,26-01-65,19-04-99,01-01-99,Technique Leader,d005,,,,,
31188,Leandro,Gist,12-01-65,03-02-93,01-01-99,Technique Leader,d004,,,,,
33215,Steen,Fasbender,29-01-65,14-02-93,01-01-99,Technique Leader,d004,,,,,
34936,Bokyung,Stamatiou,12-01-65,12-02-91,01-01-99,Technique Leader,d004,,,,,
40983,Marla,Cherinka,17-01-65,01-12-86,01-01-99,Technique Leader,d005,,,,,
41114,Petter,Thummel,25-01-65,24-12-95,01-01-99,Technique Leader,d004,,,,,
52778,Alain,Penn,15-01-65,03-05-86,01-01-99,Technique Leader,d006,,,,,
59195,Ronnie,Pollock,08-01-65,19-06-90,01-01-99,Technique Leader,d005,,,,,
59966,Steen,Salvesen,28-01-65,03-02-93,01-01-99,Technique Leader,d004,,,,,
65171,Jeane,Tasistro,25-01-65,06-07-94,01-01-99,Technique Leader,d004,,,,,
68648,Jaques,DiGiano,25-01-65,01-04-92,01-01-99,Technique Leader,d005,,,,,
77030,Faiza,Garnham,02-01-65,02-03-86,01-01-99,Technique Leader,d005,,,,,
77647,Niranjan,Schaaf,07-01-65,05-11-89,01-01-99,Technique Leader,d004,,,,,
79043,Katsuo,Hockney,24-01-65,07-11-99,01-01-99,Technique Leader,d004,,,,,
81545,Larisa,Kornyak,13-01-65,07-02-00,01-01-99,Technique Leader,d005,,,,,
84942,Shin,Fujisaki,15-01-65,23-02-88,01-01-99,Technique Leader,d006,,,,,
88422,Jungsoon,Birsak,28-01-65,03-04-85,01-01-99,Technique Leader,d004,,,,,
93600,Kristina,Neimat,13-01-65,18-04-88,01-01-99,Technique Leader,d004,,,,,
94331,Ramzi,Cronau,26-01-65,03-09-99,01-01-99,Technique Leader,d004,,,,,
105342,Kwun,Reeker,01-01-65,29-07-99,01-01-99,Technique Leader,d006,,,,,
109252,Moty,Winter,15-01-65,28-04-91,01-01-99,Technique Leader,d004,,,,,
203495,Zongyan,Gips,02-01-65,31-05-97,01-01-99,Technique Leader,d005,,,,,
203599,Ewing,DiGiano,21-01-65,01-02-00,01-01-99,Technique Leader,d005,,,,,
205085,Moni,Kornyak,23-01-65,26-09-91,01-01-99,Technique Leader,d005,,,,,
217286,Yannik,Spelt,05-01-65,22-09-92,01-01-99,Technique Leader,d005,,,,,
218022,Mokhtar,Poupard,26-01-65,02-02-92,01-01-99,Technique Leader,d005,,,,,
219035,Kristine,Bierman,18-01-65,13-05-88,01-01-99,Technique Leader,d006,,,,,
219497,Moie,Zastre,22-01-65,11-10-91,01-01-99,Technique Leader,d005,,,,,
220625,Shigenori,Deville,25-01-65,24-12-92,01-01-99,Technique Leader,d004,,,,,
223595,Chiranjit,Dredge,01-02-65,05-09-99,01-01-99,Technique Leader,d004,,,,,
226216,Giordano,Gini,28-01-65,14-08-93,01-01-99,Technique Leader,d006,,,,,
229386,Pohua,Tasistro,03-01-65,04-11-94,01-01-99,Technique Leader,d004,,,,,
